iter	MAE
301	0.1192747382
302	0.1192026133
303	0.1191282558
304	0.1190437345
305	0.1189726439
306	0.1188931733
307	0.1188120479
308	0.1187407838
309	0.118680675
310	0.1186019031
311	0.1185224548
312	0.1184485157
313	0.1184084484
314	0.1183325457
315	0.1182698791
316	0.1181922249
317	0.1181265636
318	0.1180557712
319	0.1179818152
320	0.1179067003
321	0.1178283554
322	0.1177564018
323	0.1176724885
324	0.1175876608
325	0.1175084679
326	0.1174216257
327	0.1173428661
328	0.1172605477
329	0.1171895431
330	0.1171262244
331	0.117050374
332	0.1169710887
333	0.1168894187
334	0.1168199561
335	0.116744542
336	0.1166829565
337	0.1165994937
338	0.1165172493
339	0.1164529989
340	0.1163853172
341	0.1163081453
342	0.1162362403
343	0.1161555209
344	0.116075495
345	0.1160071977
346	0.1159303295
347	0.1158547311
348	0.1157748748
349	0.1156960223
350	0.1156186076
351	0.1155359483
352	0.1154564761
353	0.1153872643
354	0.1153121946
355	0.1152365358
356	0.115166917
357	0.1150922348
358	0.1150155194
359	0.1149622034
360	0.1148832285
361	0.1148032966
362	0.1147235226
363	0.1146436517
364	0.1145775503
365	0.1145017664
366	0.1144229118
367	0.1143629
368	0.114281328
369	0.1142053202
370	0.1141396626
371	0.1140600737
372	0.1139780685
373	0.1139084798
374	0.1138385805
375	0.113763777
376	0.1136844418
377	0.1136065645
378	0.1135272325
379	0.1134652155
380	0.1133883566
381	0.1133243182
382	0.1132488158
383	0.1131868561
384	0.11311735
385	0.1130399989
386	0.1129713117
387	0.1129067063
388	0.1128313581
389	0.1127690404
390	0.1126916132
391	0.1126136938
392	0.1125392571
393	0.1124706588
394	0.1123969648
395	0.1123314406
396	0.1122559205
397	0.112180181
398	0.1121110966
399	0.1120367829
400	0.111967529
401	0.1119014455
402	0.1118382084
403	0.1117702435
404	0.1116990571
405	0.1116179448
406	0.1115553478
407	0.1114879212
408	0.111409143
409	0.111343493
410	0.1112694302
411	0.111190601
412	0.1111143834
413	0.111035786
414	0.1109678916
415	0.1109028728
416	0.1108281004
417	0.11075245
418	0.1106802043
419	0.1106065476
420	0.1105269823
421	0.1104531052
422	0.1103778746
423	0.1102958742
424	0.1102331854
425	0.1101556165
426	0.1100807257
427	0.1100074556
428	0.1099494765
429	0.1098765361
430	0.1098098416
431	0.1097401106
432	0.1096659839
433	0.109599082
434	0.1095321334
435	0.1094647007
436	0.1093984449
437	0.1093264621
438	0.1092586201
439	0.1091830229
440	0.1091165829
441	0.1090438887
442	0.1089689721
443	0.1088939573
444	0.1088232068
445	0.1087596995
446	0.1086816019
447	0.1086135743
448	0.1085482498
449	0.1084819554
450	0.1084089687
451	0.1083433143
452	0.1082833462
453	0.1082135995
454	0.1081423231
455	0.1080713032
456	0.108007348
457	0.1079329176
458	0.1078635134
459	0.1078000195
460	0.1077387008
461	0.1076722276
462	0.107612789
463	0.1075400213
464	0.1074705953
465	0.1074052846
466	0.1073305056
467	0.1072590028
468	0.1071875013
469	0.1071212149
470	0.1070464596
471	0.1069728336
472	0.1069060319
473	0.1068330264
474	0.1067715316
475	0.1066969901
476	0.1066231367
477	0.1065554995
478	0.1064822683
479	0.1064076362
480	0.106345184
481	0.1062751691
482	0.1062056782
483	0.1061354686
484	0.1060645635
485	0.1060000049
486	0.1059352862
487	0.1058734459
488	0.1058089238
489	0.1057361232
490	0.1056653241
491	0.1056093574
492	0.1055375527
493	0.1054721271
494	0.1054064951
495	0.1053341318
496	0.1052742582
497	0.1052064955
498	0.1051395335
499	0.1050803792
500	0.1050131736
501	0.1049440695
502	0.1048765895
503	0.1048061607
504	0.1047415462
505	0.1046803059
506	0.1046085873
507	0.1045496441
508	0.1044944575
509	0.1044217835
510	0.1043539269
511	0.1043007887
512	0.1042329432
513	0.1041643128
514	0.104104486
515	0.1040360634
516	0.1039660801
517	0.1039025832
518	0.10384013
519	0.1037711262
520	0.1037019634
521	0.1036415308
522	0.103572168
523	0.1035193814
524	0.1034537358
525	0.1033989261
526	0.1033348856
527	0.1032682921
528	0.1031984382
529	0.1031356573
530	0.1030706961
531	0.1030037712
532	0.1029310742
533	0.1028605022
534	0.1027859452
535	0.1027182176
536	0.1026543863
537	0.1025863421
538	0.1025249337
539	0.1024626402
540	0.1023982562
541	0.1023339265
542	0.1022657188
543	0.1021941023
544	0.1021276094
545	0.1020661699
546	0.1020023189
547	0.1019517564
548	0.1018847584
549	0.1018210003
550	0.1017537867
551	0.1016881088
552	0.1016261287
553	0.1015583566
554	0.1014930042
555	0.1014384463
556	0.1013758662
557	0.1013139342
558	0.1012525056
559	0.1011974178
560	0.1011376457
561	0.1010742987
562	0.1010127202
563	0.1009527916
564	0.1008832292
565	0.1008252203
566	0.1007640129
567	0.100700954
568	0.1006342789
569	0.1005711867
570	0.1005163364
571	0.1004557709
572	0.1003944372
573	0.1003252668
574	0.1002602634
575	0.1001996106
576	0.100134224
577	0.1000727981
578	0.100028451
579	0.09995946306
580	0.09989275147
581	0.09982805545
582	0.09976418208
583	0.09970125793
584	0.09963905579
585	0.09957950387
586	0.0995171516
587	0.09945545557
588	0.09940531376
589	0.09933876075
590	0.09928125194
591	0.09921733552
592	0.09915428063
593	0.09909204055
594	0.09902834929
595	0.09898389323
596	0.09891723041
597	0.09886756968
598	0.09881474722
599	0.09875921997
600	0.09869777656
601	0.09863947492
602	0.09857434327
603	0.09851494054
604	0.09845589763
605	0.09839584683
606	0.09833332514
607	0.09828297398
608	0.09821771472
609	0.09816379744
610	0.09813012943
611	0.09807338697
612	0.09801706446
613	0.09795616186
614	0.09790046035
615	0.09783724711
616	0.0977743705
617	0.09771277264
618	0.09765166308
619	0.09758981461
620	0.0975259237
621	0.09747208592
622	0.09741602954
623	0.09735873737
624	0.09729952176
625	0.09724133977
626	0.09718541168
627	0.0971242132
628	0.09706663658
629	0.0970019427
630	0.09695552248
631	0.09690245573
632	0.09684170843
633	0.09679025653
634	0.09673005986
635	0.09666930476
636	0.09661468693
637	0.09655501959
638	0.09649219424
639	0.09643147145
640	0.09636945205
641	0.09631026752
642	0.09624683083
643	0.09618216542
644	0.09611919689
645	0.09606472905
646	0.09600208172
647	0.09594097638
648	0.09588013867
649	0.09583021478
650	0.09577401163
651	0.09571473411
652	0.0956570925
653	0.09559391075
654	0.09552882157
655	0.09546956515
656	0.09541849775
657	0.095359858
658	0.09530311432
659	0.09524439434
660	0.09518493639
661	0.09513514074
662	0.09507645067
663	0.09502470997
664	0.09497324514
665	0.09492388864
666	0.09486658568
667	0.09481157448
668	0.09475558372
669	0.09469507003
670	0.094642283
671	0.09459131276
672	0.09452900352
673	0.09447400963
674	0.09441061225
675	0.09435264793
676	0.09429199289
677	0.09423693019
678	0.09417873999
679	0.09412311544
680	0.0940734728
681	0.09402661016
682	0.09397327969
683	0.09391626771
684	0.09387281934
685	0.09381504961
686	0.09375384157
687	0.09369389153
688	0.09364961692
689	0.093595517
690	0.09353723247
691	0.09347918445
692	0.09342104126
693	0.09336102368
694	0.09330786481
695	0.09324997718
696	0.09320433852
697	0.09314887242
698	0.09309325699
699	0.09303480635
700	0.09297775296
701	0.09291613398
702	0.09285967758
703	0.09280295172
704	0.09274996906
705	0.09269318155
706	0.09263911209
707	0.09258462021
708	0.09254319397
709	0.09248779194
710	0.09244363043
711	0.09238581197
712	0.09232987033
713	0.0922731905
714	0.09221249284
715	0.0921616065
716	0.09211162209
717	0.09205509178
718	0.09200314172
719	0.09195467628
720	0.09189859426
721	0.09186058024
722	0.09180392946
723	0.09174829427
724	0.09169098336
725	0.0916365173
726	0.0915846005
727	0.09152649089
728	0.09147231124
729	0.09141261327
730	0.09136044683
731	0.09130680587
732	0.09125357855
733	0.09119809704
734	0.09114452605
735	0.09109444152
736	0.09104544526
737	0.09099242101
738	0.09094487294
739	0.09088807176
740	0.0908307341
741	0.09077247297
742	0.09071670128
743	0.09066117533
744	0.09061225198
745	0.09055987395
746	0.09050862735
747	0.09046072785
748	0.0904095418
749	0.09035954412
750	0.09030391391
751	0.0902500671
752	0.09021589898
753	0.09015809917
754	0.09010402083
755	0.09004949782
756	0.08999841004
757	0.08994381515
758	0.08989100281
759	0.08984099373
760	0.08978782916
761	0.0897354372
762	0.08968126083
763	0.08963379201
764	0.08958071119
765	0.08953780444
766	0.08948593346
767	0.08943690197
768	0.08939065632
769	0.08934037595
770	0.08928396428
771	0.08923598817
772	0.08918440243
773	0.08913410427
774	0.08907778824
775	0.08902346468
776	0.08897201096
777	0.08893042393
778	0.08888274054
779	0.08883348372
780	0.08877987799
781	0.0887264229
782	0.08867801383
783	0.08862580933
784	0.08857341053
785	0.08852047857
786	0.08847280878
787	0.08842090494
788	0.08838264212
789	0.08832864053
790	0.08829156113
791	0.08823738556
792	0.08818686788
793	0.08813307822
794	0.08808193863
795	0.08803141788
796	0.0879779622
797	0.08792885034
798	0.08790818199
799	0.08785600777
800	0.08781194144
801	0.0877590807
802	0.08771033932
803	0.08767016007
804	0.08762058601
805	0.08756981726
806	0.08751661347
807	0.08746643043
808	0.08741284557
809	0.08736354251
810	0.08731038307
811	0.08726409989
812	0.08720922561
813	0.08715722237
814	0.0871063751
815	0.08705793218
816	0.08701054563
817	0.08696166984
818	0.08691501241
819	0.08686558372
820	0.08681264567
821	0.08675965818
822	0.08670993001
823	0.08666247215
824	0.08661704271
825	0.08656656441
826	0.08651461619
827	0.08646513471
828	0.08641622092
829	0.08636444214
830	0.08632018416
831	0.08627137583
832	0.08622354339
833	0.08617488495
834	0.08612263066
835	0.08607495725
836	0.08602731442
837	0.08597615745
838	0.08593862507
839	0.08588982726
840	0.08583830942
841	0.08579223292
842	0.08575093906
843	0.08570582894
844	0.08565818536
845	0.0856092663
846	0.08555870438
847	0.08550985591
848	0.08545808485
849	0.08541665569
850	0.08536512658
851	0.08531990279
852	0.08527269513
853	0.08522080441
854	0.08518696273
855	0.08513665921
856	0.08509229531
857	0.08504429746
858	0.08500471337
859	0.08497802371
860	0.08495078179
861	0.08490065374
862	0.08485576179
863	0.08481105779
864	0.08476336451
865	0.08471356232
866	0.08466636782
867	0.08461722256
868	0.0845722487
869	0.08452533434
870	0.08447388955
871	0.08442829482
872	0.08438044908
873	0.08433282324
874	0.08428395711
875	0.08423438042
876	0.08418381048
877	0.08413529724
878	0.08409055792
879	0.08404429716
880	0.08399907161
881	0.08394915505
882	0.08393899833
883	0.08389118582
884	0.08384535252
885	0.08379752534
886	0.08374915977
887	0.08370649509
888	0.0836642841
889	0.08362123886
890	0.08357883379
891	0.08354250458
892	0.08349857148
893	0.08344961335
894	0.08340519391
895	0.08335506217
896	0.08331853972
897	0.08327350991
898	0.08322767011
899	0.08318074041
900	0.08313239817
901	0.08308333765
902	0.0830404969
903	0.0829942602
904	0.08294491692
905	0.08290115021
906	0.08285669326
907	0.08281143062
908	0.08277163297
909	0.08273608113
910	0.08268754643
911	0.0826428527
912	0.08259892507
913	0.08255225725
914	0.0825135133
915	0.08246629011
916	0.08242173795
917	0.08237590388
918	0.08232758769
919	0.08228140493
920	0.08223926851
921	0.08218931096
922	0.08214291061
923	0.08209711446
924	0.08205225037
925	0.08200677643
926	0.08196043397
927	0.08191234418
928	0.08187142168
929	0.08182580378
930	0.08177710956
931	0.0817286898
932	0.08168315863
933	0.08164158829
934	0.08159314323
935	0.08154517172
936	0.08150435103
937	0.08145583733
938	0.08140835804
939	0.08136133399
940	0.08131378103
941	0.08126620382
942	0.08122074045
943	0.08117929333
944	0.08113193112
945	0.08108575975
946	0.08104036698
947	0.08099836718
948	0.08095367716
949	0.08091312777
950	0.080867502
951	0.08082669151
952	0.08078810807
953	0.08074654108
954	0.08070264455
955	0.08066871912
956	0.08062292493
957	0.080577274
958	0.08053965263
959	0.0804950776
960	0.08045153518
961	0.08041759454
962	0.08037672816
963	0.08033448275
964	0.08029248301
965	0.08024795813
966	0.08019928717
967	0.0801588435
968	0.08011420378
969	0.08007079804
970	0.08002546812
971	0.0799898914
972	0.07994518103
973	0.07990684069
974	0.07986504734
975	0.07982109913
976	0.0797793515
977	0.07973925899
978	0.07969686623
979	0.07965072426
980	0.07960917407
981	0.07956838066
982	0.07952362031
983	0.07948242677
984	0.0794412818
985	0.07939838022
986	0.079353587
987	0.07931097303
988	0.07926755879
989	0.07922830139
990	0.07918674661
991	0.07914531966
992	0.07910487979
993	0.07906661374
994	0.07902717372
995	0.07898456165
996	0.07894203338
997	0.07890479508
998	0.07886619863
999	0.07882450735
1000	0.07878445282
1001	0.07873963363
1002	0.0786977693
1003	0.0786731736
1004	0.07863230457
1005	0.07858617959
1006	0.07854097517
1007	0.07849918803
1008	0.07846238977
1009	0.07842183924
1010	0.07837884453
1011	0.07833904137
1012	0.07829457534
1013	0.07825321603
1014	0.0782109909
1015	0.07816745722
1016	0.07812289603
1017	0.07807998233
1018	0.0780411468
1019	0.07799636252
1020	0.07795668725
1021	0.07791741444
1022	0.07787378066
1023	0.07783688038
1024	0.07779643575
1025	0.07775462588
1026	0.07771120052
1027	0.07767782604
1028	0.0776365271
1029	0.07759944932
1030	0.07755702237
1031	0.07751459142
1032	0.0774757736
1033	0.07743771856
1034	0.07739575237
1035	0.07735881921
1036	0.07731559031
1037	0.07727515716
1038	0.07723406765
1039	0.0771936178
1040	0.07715449537
1041	0.07711389628
1042	0.07707566172
1043	0.07703864585
1044	0.07700081885
1045	0.07695977098
1046	0.07692048073
1047	0.07688100703
1048	0.07684537748
1049	0.07679996614
1050	0.0767600266
1051	0.07672474882
1052	0.07669022802
1053	0.07665240149
1054	0.0766104338
1055	0.07657023872
1056	0.0765302934
1057	0.07648701993
1058	0.0764493103
1059	0.07642112531
1060	0.07638019116
1061	0.07633978028
1062	0.07629961359
1063	0.076258987
1064	0.07621967373
1065	0.07617900998
1066	0.07614076453
1067	0.07609839961
1068	0.07606170984
1069	0.07601989758
1070	0.07598509508
1071	0.07594767222
1072	0.07590499325
1073	0.07586713728
1074	0.07583251276
1075	0.07579700752
1076	0.07575541196
1077	0.07571841103
1078	0.07568219096
1079	0.07564567607
1080	0.07560666188
1081	0.07556766363
1082	0.07552765598
1083	0.07549215413
1084	0.07545373883
1085	0.07541618852
1086	0.07537548625
1087	0.07533605484
1088	0.07530386741
1089	0.07526474497
1090	0.0752280525
1091	0.07518892415
1092	0.0751496103
1093	0.07511054865
1094	0.07507599692
1095	0.07503752489
1096	0.07499980363
1097	0.07496300658
1098	0.07492745428
1099	0.07489531544
1100	0.07485605971
1101	0.0748199226
1102	0.07478187761
1103	0.07474464113
1104	0.07470675933
1105	0.07467018654
1106	0.07463082169
1107	0.07459397794
1108	0.0745565869
1109	0.0745183828
1110	0.07448003915
1111	0.07444040229
1112	0.07440575946
1113	0.07436753269
1114	0.07432935279
1115	0.07429666347
1116	0.07426193353
1117	0.07422673352
1118	0.07418770002
1119	0.07415098017
1120	0.07411262677
1121	0.07407257652
1122	0.07403786109
1123	0.07399588195
1124	0.07396267789
1125	0.07392721497
1126	0.07388703922
1127	0.07384894452
1128	0.07381791885
1129	0.07377945029
1130	0.07374434715
1131	0.07370738179
1132	0.07366941332
1133	0.07363320891
1134	0.07359418024
1135	0.07355329558
1136	0.07351819343
1137	0.07348374032
1138	0.07344821858
1139	0.07341115439
1140	0.07337583861
1141	0.0733407654
1142	0.07330809643
1143	0.07328626635
1144	0.07325055088
1145	0.07321528005
1146	0.07317825521
1147	0.07314142457
1148	0.07310377277
1149	0.07306864165
1150	0.07303104708
1151	0.07299949238
1152	0.07296398192
1153	0.07292898403
1154	0.07289457824
1155	0.07285921443
1156	0.07282238722
1157	0.07278861026
1158	0.07275313323
1159	0.07271611714
1160	0.07267843523
1161	0.07264253832
1162	0.07260897399
1163	0.07259128862
1164	0.0725570079
1165	0.07252022206
1166	0.07248249527
1167	0.07244887594
1168	0.07241777737
1169	0.07238087931
1170	0.07234597232
1171	0.07231122725
1172	0.07227805476
1173	0.07224759893
1174	0.072210017
1175	0.07217157625
1176	0.07213514544
1177	0.07210210712
1178	0.07207315947
1179	0.07203978029
1180	0.07200337804
1181	0.07196619933
1182	0.07193222268
1183	0.07190021068
1184	0.07186940438
1185	0.07183450943
1186	0.07180168177
1187	0.07176336051
1188	0.07173026421
1189	0.07169520574
1190	0.07166358497
1191	0.07163855197
1192	0.07160477641
1193	0.07157105351
1194	0.0715356281
1195	0.07149999342
1196	0.07146689553
1197	0.07143741712
1198	0.07140746151
1199	0.07137129889
1200	0.07134314575
1201	0.0713123601
1202	0.07128042688
1203	0.07125186741
1204	0.07121904194
1205	0.07118290676
1206	0.07115591223
1207	0.07112276566
1208	0.07108732255
1209	0.07105272634
1210	0.07102047521
1211	0.07098746024
1212	0.0709516003
1213	0.07091827302
1214	0.07088204812
1215	0.07085436473
1216	0.07082017402
1217	0.07078569668
1218	0.07074992984
1219	0.07071936775
1220	0.07068996694
1221	0.07066005299
1222	0.07062743598
1223	0.0705912407
1224	0.07055489267
1225	0.07052688954
1226	0.07049390242
1227	0.07045869722
1228	0.07043211994
1229	0.07039920275
1230	0.07036936923
1231	0.07033550144
1232	0.07030297371
1233	0.0702723683
1234	0.07023860631
1235	0.07020550538
1236	0.07017247394
1237	0.07014166488
1238	0.0701093623
1239	0.0700789355
1240	0.07004625269
1241	0.07001736131
1242	0.06998578083
1243	0.06995244323
1244	0.06992144043
1245	0.06989190085
1246	0.06986141502
1247	0.06983022137
1248	0.06979603472
1249	0.06976677449
1250	0.06973079788
1251	0.0696957521
1252	0.06966327013
1253	0.06963302487
1254	0.06959950406
1255	0.06956668953
1256	0.06953302466
1257	0.06950198885
1258	0.06947924667
1259	0.06944998307
1260	0.06941901455
1261	0.06938723797
1262	0.06935548943
1263	0.06932772476
1264	0.06929480221
1265	0.06926156307
1266	0.06922925972
1267	0.069196587
1268	0.06917816753
1269	0.06915555127
1270	0.06913338844
1271	0.06910083412
1272	0.06906767199
1273	0.06903845677
1274	0.06901643811
1275	0.06898768142
1276	0.06895816387
1277	0.06893002883
1278	0.06889778038
1279	0.06886403887
1280	0.06883195816
1281	0.06880144114
1282	0.06876718445
1283	0.0687348722
1284	0.06871145431
1285	0.06868001335
1286	0.06865578128
1287	0.0686267167
1288	0.06859808129
1289	0.06857070602
1290	0.06853745623
1291	0.06850436771
1292	0.06847241827
1293	0.06843893202
1294	0.06840536107
1295	0.06837160615
1296	0.06833774915
1297	0.06833087213
1298	0.0682990676
1299	0.0682678352
1300	0.06823773891
1301	0.06820740181
1302	0.06817691039
1303	0.06814552053
1304	0.06811523228
1305	0.06808459611
1306	0.06805671541
1307	0.06802625659
1308	0.06800009451
1309	0.0679701072
1310	0.06794448248
1311	0.06791275771
1312	0.06788344263
1313	0.06785238874
1314	0.06782375017
1315	0.06779324145
1316	0.06776239102
1317	0.06773706469
1318	0.06770580373
1319	0.06767590626
1320	0.06765020621
1321	0.06761847848
1322	0.06758906934
1323	0.06755923799
1324	0.06752935316
1325	0.0675016616
1326	0.06747002702
1327	0.0674390279
1328	0.0674106531
1329	0.06737793491
1330	0.06734690411
1331	0.067313902
1332	0.06728273058
1333	0.06725475041
1334	0.06722193951
1335	0.06719098001
1336	0.06716178613
1337	0.06713313396
1338	0.06710721978
1339	0.06707972555
1340	0.06704960806
1341	0.06702139078
1342	0.06699445521
1343	0.0669655433
1344	0.06694029915
1345	0.06691032259
1346	0.06687988317
1347	0.06684876027
1348	0.06681551278
1349	0.06678561597
1350	0.06675455582
1351	0.06673082147
1352	0.06670357717
1353	0.06667237458
1354	0.06664380402
1355	0.06661606682
1356	0.06658425179
1357	0.06655422102
1358	0.06652339733
1359	0.06649304213
1360	0.06646221193
1361	0.06643138716
1362	0.06640102252
1363	0.06637580138
1364	0.06634573062
1365	0.06631747762
1366	0.06628840183
1367	0.06625673432
1368	0.06622930501
1369	0.06620439243
1370	0.06617605678
1371	0.0661465144
1372	0.06612185306
1373	0.06609647521
1374	0.06606541023
1375	0.06603806583
1376	0.06600807197
1377	0.0659800072
1378	0.06595346841
1379	0.06592633444
1380	0.06589732297
1381	0.06586965382
1382	0.06584048672
1383	0.06581208437
1384	0.06578437305
1385	0.0657589286
1386	0.06572851604
1387	0.06569917182
1388	0.06567486111
1389	0.06565095182
1390	0.0656334304
1391	0.06560936913
1392	0.06557956706
1393	0.06555113785
1394	0.06552343133
1395	0.06549961367
1396	0.06546983684
1397	0.06544396837
1398	0.06541537459
1399	0.06538934033
1400	0.06536101063
1401	0.06533800576
1402	0.0653121882
1403	0.06528375382
1404	0.06525613389
1405	0.06522865438
1406	0.06520006917
1407	0.06517313288
1408	0.0651431588
1409	0.06511487879
1410	0.06509494642
1411	0.06506650722
1412	0.06503957852
1413	0.06501256069
1414	0.06498599224
1415	0.06496243061
1416	0.06493455452
1417	0.06490856326
1418	0.06488099452
1419	0.06485189634
1420	0.06482849331
1421	0.06480278273
1422	0.06477726932
1423	0.06475061105
1424	0.06472343089
1425	0.06469689816
1426	0.06467133323
1427	0.06464232656
1428	0.06461417458
1429	0.06458627658
1430	0.0645652143
1431	0.0645373784
1432	0.06451079189
1433	0.06448328207
1434	0.06445423697
1435	0.06442774598
1436	0.06439989429
1437	0.06437626564
1438	0.06434930829
