iter	MAE
0	0.1296518824
1	0.1267575646
2	0.1237888034
3	0.1207812679
4	0.1181852192
5	0.1154285868
6	0.1129686188
7	0.1105417638
8	0.1079691277
9	0.1055131699
10	0.1031288123
11	0.1007046145
12	0.09848472219
13	0.0962927675
14	0.09420806935
15	0.09228026171
16	0.09043194293
17	0.08864806251
18	0.08697591828
19	0.08513630009
20	0.08348119673
21	0.08196273489
22	0.08058025359
23	0.07909089846
24	0.07759356262
25	0.07616533847
26	0.07493014571
27	0.0736462052
28	0.0723764643
29	0.07120911423
30	0.07006495934
31	0.06899336155
32	0.06802647999
33	0.06704381773
34	0.06613424848
35	0.06523154357
36	0.0643261506
37	0.06347272726
38	0.06266298503
39	0.06197218461
40	0.06128514088
41	0.06058578164
42	0.05988590482
43	0.05923005885
44	0.0586117501
45	0.05805938548
46	0.05746894606
47	0.05688343921
48	0.05631001724
49	0.05578272847
50	0.05529516947
51	0.05481038946
52	0.05436933898
53	0.05392884602
54	0.05349774572
55	0.0530701698
56	0.05267740628
57	0.05233687164
58	0.05194070625
59	0.05160679399
60	0.05126802295
61	0.05092751178
62	0.05056883457
63	0.05022557102
64	0.04991673012
65	0.04968215426
66	0.04941140558
67	0.04910067234
68	0.04881657019
69	0.04859773919
70	0.04836238421
71	0.04811538486
72	0.04789386225
73	0.04762146286
74	0.04737890568
75	0.04715062337
76	0.04695821476
77	0.04672130433
78	0.04651194069
79	0.04633351029
80	0.04613160497
81	0.04599420483
82	0.04581689684
83	0.04557029237
84	0.04540292658
85	0.04527295955
86	0.0451112377
87	0.04499565836
88	0.04489857724
89	0.04477662858
90	0.04467165232
91	0.04453474855
92	0.04447905095
93	0.04434978009
94	0.04425011581
95	0.0440693303
96	0.04389795369
97	0.04379441093
98	0.04367059959
99	0.0436061053
100	0.04350134159
101	0.04341322678
102	0.0433334312
103	0.0432562448
104	0.0431889341
105	0.04311648273
106	0.04304057584
107	0.04297734583
108	0.04296703439
109	0.04288422209
110	0.04283086191
111	0.04273954797
112	0.04264037414
113	0.04255382587
114	0.04249384533
115	0.04241125075
116	0.04234124497
117	0.04226655425
118	0.04221466769
119	0.04216863863
120	0.04212524458
121	0.04208975599
122	0.04205258849
123	0.04200468394
124	0.04197083555
125	0.04192116409
126	0.04185536619
127	0.04182397159
128	0.04176950878
129	0.04170740785
130	0.04169894658
131	0.04165110525
132	0.04160864759
133	0.04159976813
134	0.04157327861
135	0.04154641813
136	0.04153444707
137	0.04149874754
138	0.04142852629
139	0.04137608981
140	0.04132555628
141	0.0412811524
142	0.04124602552
143	0.04122189638
144	0.04117703489
145	0.04115747272
146	0.04112487282
147	0.0410810091
148	0.04105878203
149	0.04103336531
150	0.04102402568
151	0.04097305398
152	0.04094617623
153	0.04089966671
154	0.04087508964
155	0.04085645854
156	0.04083674728
157	0.04080860905
158	0.04078634945
159	0.04076518042
160	0.04075325712
161	0.04075129223
162	0.04072083028
163	0.04070009765
164	0.04069512387
165	0.04068142666
166	0.04067884968
167	0.04067370153
168	0.04066001265
169	0.04065065683
170	0.04063632244
171	0.0405782904
172	0.0405735538
173	0.0405423376
174	0.04051426198
175	0.0404881139
176	0.04048031903
177	0.04047911707
178	0.04047739676
179	0.04046195098
180	0.04045018353
181	0.0404301633
182	0.04041299885
183	0.04040775213
184	0.04038951788
185	0.04038860233
186	0.04038289743
187	0.0403657155
188	0.04035090164
189	0.04034826798
190	0.04033533527
191	0.04031103636
192	0.0402882288
193	0.04026096417
194	0.04023364365
195	0.04023113487
196	0.04021072731
197	0.04020119052
198	0.04018740356
199	0.0401550784
200	0.04012250562
201	0.04011422564
202	0.04009440573
203	0.04009388579
204	0.04008050625
205	0.04006868758
206	0.04006645125
207	0.04006221752
208	0.04005168191
209	0.04003393749
210	0.04001256369
211	0.0400036821
212	0.03999211409
213	0.03998263945
214	0.03997476064
215	0.03997012389
216	0.03996631986
217	0.03994397806
218	0.03993050446
219	0.03992412059
220	0.0399043346
221	0.03990097455
222	0.03989866891
223	0.03989620368
224	0.03988361302
225	0.03987781159
226	0.03986795538
227	0.03986459936
228	0.03983641887
229	0.03983229178
230	0.03982791864
231	0.03982504633
232	0.03981505188
233	0.03981326892
234	0.03979710797
235	0.03977061486
236	0.03975444048
237	0.03974045083
238	0.03973731285
239	0.03973650659
240	0.03973415049
241	0.03972341315
242	0.03971046125
243	0.03971006361
244	0.03970396063
245	0.03970164242
246	0.03970078755
247	0.0396955221
248	0.03969306299
249	0.03969293255
250	0.03968853465
251	0.03968384938
252	0.03967566196
253	0.03967209703
254	0.03966562558
255	0.03966440429
256	0.03965996849
257	0.03965330481
258	0.03964703004
259	0.03964634648
260	0.03963989851
261	0.03962883198
262	0.03962798013
263	0.03961848775
264	0.03961467901
265	0.03960980854
266	0.03960824003
267	0.03959475142
268	0.03959248009
269	0.03958386837
270	0.03958021785
271	0.03957380571
272	0.03956135925
273	0.03953008946
274	0.03951540464
275	0.03951398737
276	0.03950825332
277	0.03950794918
278	0.03950182897
279	0.0394909906
280	0.03948615963
281	0.03948105434
282	0.03948101903
283	0.03946856363
284	0.03946398482
285	0.03943474005
286	0.03942898105
287	0.03941637764
288	0.03941361375
289	0.03940396296
290	0.03939770343
291	0.03939502713
292	0.03938131797
293	0.0393691902
294	0.03936361252
295	0.03936167084
296	0.03935936532
297	0.03935216487
298	0.03935051104
299	0.03935047837
300	0.03934934421
301	0.03934443488
302	0.03934097923
303	0.03933353583
304	0.03931927724
305	0.03931778614
306	0.03928921558
307	0.0392885898
308	0.03928090025
309	0.03927281166
310	0.03926560036
311	0.03925892787
312	0.0392509071
313	0.03924801945
314	0.03924063387
315	0.03923341301
316	0.03923269976
317	0.03920700576
318	0.03920607157
319	0.03919717693
320	0.03919672765
321	0.03918505231
322	0.03917243517
323	0.03917168191
324	0.039144184
325	0.03914145952
326	0.03913859128
327	0.03913239131
328	0.03913074196
329	0.03913047659
330	0.03911889517
331	0.03910870996
332	0.03909262005
333	0.03909227403
334	0.03908470117
335	0.03908436055
336	0.03906355394
337	0.03905864417
338	0.03904463477
339	0.03902940698
340	0.0390265936
341	0.03900902808
342	0.0390073286
343	0.03898271117
344	0.03897766143
345	0.0389624524
346	0.03894925126
347	0.0389430849
348	0.03892936842
349	0.03890973931
350	0.03887974527
351	0.03887289335
352	0.03886039535
353	0.0388403338
354	0.03881125457
355	0.03880172581
356	0.03879741975
357	0.03878835764
358	0.0387691494
359	0.03873864557
360	0.03871756373
361	0.03867459354
362	0.03863678621
363	0.03859761758
364	0.0385742543
365	0.03856196741
366	0.03854892191
367	0.03854625649
368	0.03853715678
369	0.03853301197
370	0.0385231875
371	0.03851677142
372	0.03850148488
373	0.03848386374
374	0.03847618211
375	0.0384666017
376	0.03845373838
377	0.03842654188
378	0.03841226398
379	0.03840348675
380	0.03838000878
381	0.03837104578
382	0.03834982511
383	0.03834399296
384	0.03830898835
385	0.03829121762
386	0.03825404346
387	0.03824288077
388	0.03820456645
389	0.0381654364
390	0.03814075939
391	0.03813019719
392	0.03810893504
393	0.03809973524
394	0.03809542301
395	0.03808477563
396	0.03807129457
397	0.03806763786
398	0.03806396921
399	0.03805995539
400	0.03804567006
401	0.03803903799
402	0.03801700386
403	0.03801181958
404	0.0380085411
405	0.03799425855
406	0.03797973544
407	0.03794420604
408	0.03793882196
409	0.03792305836
410	0.03791751549
411	0.03788679535
412	0.03785018252
413	0.03784670204
414	0.03780792919
415	0.03776004014
416	0.03773192266
417	0.0377117104
418	0.03769289121
419	0.03768679537
420	0.0376673914
421	0.03766454629
422	0.0376432697
423	0.03758949522
424	0.03758742545
425	0.03755317028
426	0.03752706904
427	0.03750816076
428	0.0374941567
429	0.03745280169
430	0.03742503111
431	0.03740093319
432	0.03739769735
433	0.03736878589
434	0.03733590197
435	0.03732039234
436	0.03731156778
437	0.03726931902
438	0.03726435804
439	0.03724846772
440	0.03721518683
441	0.03720461787
442	0.03716744864
443	0.03715974134
444	0.03715834879
445	0.03714466412
446	0.03713275566
447	0.03712609208
448	0.03710281845
449	0.03709111188
450	0.03706862346
451	0.03705222962
452	0.03704665175
453	0.03702939794
454	0.03701211081
455	0.03698204307
456	0.03697121583
457	0.03696395817
458	0.03695316892
459	0.03694207696
460	0.03693423242
461	0.03693281013
462	0.03690721078
463	0.03689912497
464	0.0368956763
465	0.03688183777
466	0.03686162833
467	0.0368543299
468	0.0368355661
469	0.03680502513
470	0.03678545192
471	0.03677943006
472	0.03676428914
473	0.0367474517
474	0.03673671396
475	0.03667573801
476	0.03667396247
477	0.03665616968
478	0.03665424313
479	0.03665070389
480	0.03662889069
481	0.03662564646
482	0.03658819701
483	0.03658407087
484	0.03656997257
485	0.03655833651
486	0.03654646601
487	0.03653396769
488	0.03651943348
489	0.03650674823
490	0.03649364241
491	0.03648123616
492	0.0364493431
493	0.03643585337
494	0.03641284381
495	0.03638289301
496	0.03637626597
497	0.03637020599
498	0.03634751606
499	0.03632594312
500	0.03632046551
501	0.03628866257
502	0.03627427191
503	0.0362623016
504	0.03624557013
505	0.03624354646
506	0.03622927913
507	0.03622447183
508	0.03622224825
509	0.036193116
510	0.03618579908
511	0.03618111297
512	0.03617643185
513	0.0361703112
514	0.03616394608
515	0.03614540114
516	0.03613900422
517	0.03613185286
518	0.03609982282
519	0.03609422863
520	0.03608572259
521	0.03607295882
522	0.03605696142
523	0.03604060005
524	0.03602398075
525	0.03600919442
526	0.0359961952
527	0.03598213531
528	0.035953981
529	0.0359204001
530	0.03588721043
531	0.0358837781
532	0.03585491703
533	0.03584333223
534	0.03583725145
535	0.03583086819
536	0.03582795882
537	0.03582586739
538	0.03580125142
539	0.03579403812
540	0.03579221671
541	0.03578997312
542	0.03574739173
543	0.03574234586
544	0.03573594101
545	0.03571824692
546	0.03571341354
547	0.03570099433
548	0.03569081071
549	0.03566043392
550	0.03564705379
551	0.03562516201
552	0.03561208736
553	0.03560936929
554	0.03560610292
555	0.03560423509
556	0.03559654368
557	0.03559294627
558	0.03557383866
559	0.03556699244
560	0.03556668298
561	0.03555962606
562	0.03555244349
563	0.03553217148
564	0.03552020958
565	0.03550736308
566	0.0354938358
567	0.03548741932
568	0.03547143025
569	0.03544840583
570	0.03543482574
571	0.03540811782
572	0.03539195983
573	0.03538491821
574	0.03536630255
575	0.03535714967
576	0.03533314821
577	0.0353194654
578	0.03529152406
579	0.0352746248
580	0.03526002923
581	0.03524460447
582	0.03523398248
583	0.03522315238
584	0.03519518176
585	0.03518261406
586	0.03515939758
587	0.03515488578
588	0.03513378163
589	0.03510580087
590	0.03509449396
591	0.03507729773
592	0.03506964618
593	0.03505703914
594	0.03504104525
595	0.03503502985
596	0.03502355129
597	0.03502305552
598	0.03502228388
599	0.03501326709
600	0.03501046972
601	0.03499335187
602	0.03498649583
603	0.03497967
604	0.03496733826
605	0.03495548104
606	0.03495256911
607	0.03495125474
608	0.03493917698
609	0.03492675998
610	0.0349064946
