iter	RMSE
144	0.07561248095
145	0.07546172066
146	0.07530415743
147	0.07512911414
148	0.07497293736
149	0.07481099224
150	0.07465473552
151	0.07453894413
152	0.07439311395
153	0.07426453682
154	0.07412378936
155	0.07397720504
156	0.07383200954
157	0.07368168831
158	0.07354607297
159	0.07342539964
160	0.0732850933
161	0.07316412692
162	0.07304193255
163	0.07290990204
164	0.07278093254
165	0.07266086379
166	0.07252885097
167	0.07242748164
168	0.0722883111
169	0.07216962946
170	0.0720552963
171	0.07192518745
172	0.07182561106
173	0.07169881811
174	0.07160873784
175	0.07148960739
176	0.07137033421
177	0.07124840112
178	0.07113367624
179	0.07102368832
180	0.0709244725
181	0.07080353193
182	0.0706929383
183	0.07058929902
184	0.0705093028
185	0.07040099003
186	0.07028950803
187	0.07018608956
188	0.07008569772
189	0.06998755948
190	0.06989203143
191	0.06979535907
192	0.06969414229
193	0.06961547021
194	0.06951566841
195	0.06943943703
196	0.06932150905
197	0.0692214832
198	0.06911730822
199	0.06902731325
200	0.06892671107
201	0.06884382075
202	0.06874317158
203	0.06866160202
204	0.06857717897
205	0.06849399223
206	0.06839520752
207	0.068326322
208	0.06825393433
209	0.0681651512
210	0.06807448018
211	0.06799820866
212	0.06791974969
213	0.06782374099
214	0.06775707565
215	0.06766821351
216	0.06757497251
217	0.06748564705
218	0.06741769184
219	0.06733286021
220	0.06726056353
221	0.06717612667
222	0.06708598
223	0.06702379793
224	0.06694926045
225	0.06688130735
226	0.06680719552
227	0.06672522286
228	0.06663547201
229	0.06655391642
230	0.0664931187
231	0.06640536494
232	0.06633696423
233	0.06627349243
234	0.06619818413
235	0.06610918138
236	0.06603270037
237	0.06595938989
238	0.06587671994
239	0.06580597075
240	0.06575083964
241	0.06567126356
242	0.0655933364
243	0.06551709109
244	0.06543749579
245	0.06536831724
246	0.06530362941
247	0.06522939169
248	0.06517261251
249	0.06508766749
250	0.06501526924
251	0.06494403399
252	0.06488799599
253	0.064829974
254	0.06476935885
255	0.06469167316
256	0.06461633473
257	0.06455724631
258	0.0644786066
259	0.0644030148
260	0.06434808517
261	0.06427468657
262	0.06423214214
263	0.0641614092
264	0.06411641425
265	0.06404874016
266	0.06398503924
267	0.0639149753
268	0.06386252697
269	0.06378769855
270	0.06372604473
271	0.06366112584
272	0.06360000012
273	0.06352114567
274	0.06344959664
275	0.06337120762
276	0.06330988552
277	0.06326202362
278	0.06320877937
279	0.0631499524
280	0.06309700848
281	0.06302724036
282	0.0629579128
283	0.06290003503
284	0.0628337583
285	0.06276486772
286	0.06271140319
287	0.06265044039
288	0.06259126872
289	0.06253766371
290	0.06247703425
291	0.06242817703
292	0.0623699954
293	0.06230775667
294	0.06225722461
295	0.06219768975
296	0.0621473753
297	0.06209368565
298	0.06203628327
299	0.06197477262
300	0.06192490514
301	0.06187293177
302	0.06180939594
303	0.0617548423
304	0.06169564805
305	0.06163267645
306	0.06158365483
307	0.06152945185
308	0.06147335989
309	0.06141939412
310	0.06136531018
311	0.06130964093
312	0.06125479623
313	0.06120080035
314	0.06114438055
315	0.06107908615
316	0.06103351055
317	0.06098771542
318	0.06093382207
319	0.06087696492
320	0.06081144505
321	0.06074988988
322	0.06072093856
323	0.06066607952
324	0.0606108406
325	0.06056228679
326	0.06051321035
327	0.06044566951
328	0.06039781818
329	0.06035572866
330	0.06029225248
331	0.06024167321
332	0.06019444076
333	0.06015633255
334	0.06010879227
335	0.06005967834
336	0.06001950674
337	0.05998693655
338	0.05992854164
339	0.05989634704
340	0.05983463431
341	0.05978417855
342	0.05973209043
343	0.05967788049
344	0.05961959171
345	0.05956497795
346	0.05953068434
347	0.05948129179
348	0.05943187331
349	0.05940348221
350	0.05935280731
351	0.05929202403
352	0.05924091026
353	0.05919264564
354	0.05915498286
355	0.05910799018
356	0.05906673153
357	0.0590269146
358	0.05897300535
359	0.05891582059
360	0.05886915367
361	0.05881065785
362	0.05876666565
363	0.0587238929
364	0.05867405232
365	0.05863886416
366	0.05858899299
367	0.0585403707
368	0.05848737803
369	0.05844606926
370	0.05839107261
371	0.05835354785
372	0.05829416784
373	0.05827069685
374	0.05822812708
375	0.05819573543
376	0.0581514307
377	0.05810421427
378	0.05806037284
379	0.05802627166
380	0.05797358447
381	0.05791559439
382	0.05788244308
383	0.05784037477
384	0.05779433984
385	0.0577556413
386	0.05771852137
387	0.05766265467
388	0.05761434372
389	0.05757323988
390	0.05752639636
391	0.05748540182
392	0.05744430246
393	0.0574079603
394	0.05737851608
395	0.05733052385
396	0.05730061059
397	0.05727500121
398	0.05724982595
399	0.05720073396
400	0.0571584574
401	0.05714280609
402	0.05710521573
403	0.05705800736
404	0.05702901354
405	0.05698853858
406	0.05695455701
407	0.05690859327
408	0.05687230496
409	0.05685270941
410	0.05680093432
411	0.05676694709
412	0.05673628202
413	0.05668569062
414	0.0566455344
415	0.05660515776
416	0.05656742769
417	0.05653133316
418	0.05648658864
419	0.05645363642
420	0.05640131827
421	0.05636111014
422	0.05632280769
423	0.05629185438
424	0.05624154772
425	0.05621110623
426	0.05616937364
427	0.0561378351
428	0.05608772975
429	0.0560595603
430	0.05602608051
431	0.05599181388
432	0.05594392834
433	0.05590185863
434	0.05587148191
435	0.05583477064
436	0.05580667067
437	0.05577567225
438	0.05573853551
439	0.05570759927
440	0.05565982278
441	0.05561120088
442	0.05556912402
443	0.05552441885
444	0.05550192978
445	0.05546934469
446	0.05544577662
447	0.0554108839
448	0.05537624253
449	0.05533540186
450	0.05530497108
451	0.05526976736
452	0.05524249568
453	0.05520909385
454	0.05517778598
455	0.05514811859
456	0.05511144219
457	0.05507878415
458	0.05504044623
459	0.05500619835
460	0.05496791587
461	0.05493616338
462	0.05490830793
463	0.05486467241
464	0.05483984586
465	0.05481031204
466	0.05477383446
467	0.05474793519
468	0.0547210776
469	0.05470147646
470	0.05468105337
471	0.05464262218
472	0.05460447711
473	0.05456588946
474	0.05454513632
475	0.05451801081
476	0.05448042763
477	0.05444145986
478	0.05441933693
479	0.05437707029
480	0.05434682307
481	0.05431998775
482	0.05428775778
483	0.05426090657
484	0.05423312046
485	0.0541935359
486	0.05415845035
487	0.05412722627
488	0.05409999978
489	0.05406355699
490	0.05402545918
491	0.0540001143
492	0.05396939819
493	0.05394180447
494	0.05391198958
495	0.05388611921
496	0.05384286597
497	0.05380780795
498	0.05376839465
499	0.05374041018
500	0.05369836031
501	0.05366467836
502	0.05362183662
503	0.05359030658
504	0.05355253492
505	0.05352493799
506	0.05348887857
507	0.05345982631
508	0.0534267828
509	0.05339527738
510	0.05336037541
511	0.05331573446
512	0.05327906441
513	0.05325244379
514	0.05322241447
515	0.05318219165
516	0.05316402352
517	0.05313274093
518	0.0530895231
519	0.05305649975
520	0.05301786394
521	0.05299448155
522	0.05296016998
523	0.05293570357
524	0.05292199531
525	0.05288360342
526	0.0528545029
527	0.05284347978
528	0.0528138938
529	0.05278278199
530	0.0527398158
531	0.0527024628
532	0.05267118016
533	0.0526404245
534	0.05261066132
535	0.0525767162
536	0.05254617164
537	0.05252647211
538	0.05249303921
539	0.05248206806
540	0.05245156417
541	0.05242394147
542	0.05238584482
543	0.05234989728
544	0.05232898938
545	0.05227842779
546	0.05224701901
547	0.05222200586
548	0.0521999526
549	0.0521620931
550	0.05214085027
551	0.0521131152
552	0.05209568585
553	0.05206349187
554	0.05204741057
555	0.05201650838
556	0.05198766213
557	0.05195318829
558	0.05193912858
559	0.05191154848
560	0.05188009646
561	0.05183905858
562	0.05181278005
563	0.0517957257
564	0.0517691049
565	0.05172494442
566	0.0516850451
567	0.05165229247
568	0.05161409692
569	0.05158744859
570	0.05156211397
571	0.05152591615
572	0.05149328434
573	0.05146483065
574	0.05142261944
575	0.05138885915
576	0.05136157905
577	0.05133440023
578	0.05131597941
579	0.05129410607
580	0.05126152687
581	0.05124473065
582	0.05121718955
583	0.05117648024
584	0.05114725767
585	0.05112590101
586	0.05110348254
587	0.05108260364
588	0.05106211249
589	0.0510309061
590	0.05101582885
591	0.05099512445
592	0.05097009952
593	0.05094667678
594	0.0509267854
595	0.05088705105
596	0.05086621343
597	0.0508405746
598	0.05079930997
599	0.05076994913
600	0.05073633003
601	0.05070560363
602	0.05069264585
603	0.05067063381
604	0.05065126842
605	0.05064677312
606	0.05061780394
607	0.05059061753
608	0.05057687965
609	0.05054412834
610	0.05051074106
611	0.05047955293
612	0.05045331392
613	0.05043242538
614	0.05039763005
615	0.05037121857
616	0.05034322129
617	0.05030847969
618	0.05029001922
619	0.05025427762
620	0.05022311373
621	0.05019351255
622	0.05017972416
623	0.05015882748
624	0.05013438909
625	0.05011264867
626	0.0500707527
627	0.0500483613
628	0.05002400505
629	0.05000861027
630	0.0499885256
631	0.04996930543
632	0.04994246393
633	0.04991577736
634	0.04988753204
635	0.04986257367
636	0.04982860717
637	0.04980510656
638	0.0497700673
639	0.04975234362
640	0.04973395803
641	0.04970290723
642	0.04966822619
643	0.04964877142
644	0.04961142552
645	0.04956464757
646	0.04954961071
647	0.04951607479
648	0.04947470784
649	0.04945012191
650	0.04941927973
651	0.04939392495
652	0.0493707281
653	0.04934716178
654	0.04932242465
655	0.04930658794
656	0.04929194508
657	0.04926102121
658	0.04924283758
659	0.04921760978
660	0.04918858403
661	0.04916919889
662	0.0491591048
663	0.04914403841
664	0.04913019929
665	0.04910428629
666	0.04909638855
667	0.04906902036
668	0.04903681748
669	0.04902312285
670	0.04901185393
671	0.04899149672
672	0.04896945044
673	0.0489302683
674	0.04890591735
675	0.04888543199
676	0.048868216
677	0.04885674787
678	0.04882971099
679	0.04879736982
680	0.04878616263
681	0.04875839054
682	0.04873690189
683	0.04871828977
684	0.04870225465
685	0.04867393282
686	0.04865653193
687	0.04863128779
688	0.04860112735
689	0.04857475323
690	0.0485610343
691	0.04853730237
692	0.04851625072
693	0.04850566211
694	0.04848694685
695	0.0484747664
696	0.0484618106
697	0.04844984731
698	0.04843452715
699	0.04841276257
700	0.04839451361
701	0.04837928138
702	0.04836779945
703	0.04834656876
704	0.04831793235
705	0.04830681626
706	0.04828934593
707	0.04826471784
708	0.04825461004
709	0.04823503447
710	0.04821237823
711	0.04818735758
712	0.04816263506
713	0.0481332721
714	0.04811479267
715	0.04809649387
716	0.04807412783
717	0.0480474115
718	0.04800102335
719	0.04798843773
720	0.04797430772
721	0.04795364468
722	0.0479384226
723	0.04792520914
724	0.04790472409
725	0.04787648454
726	0.04786019987
727	0.04784655687
728	0.04782472311
729	0.04779534873
730	0.04777158224
731	0.04774468403
732	0.04772952114
733	0.04771178934
734	0.04768194527
735	0.04766104807
736	0.04764352452
737	0.04759787961
738	0.04757889065
739	0.04755624594
740	0.04754427546
741	0.04750699127
742	0.0474909971
743	0.04746451774
744	0.04745450468
745	0.0474427098
746	0.04742380086
747	0.04741562967
748	0.04739869957
749	0.0473754671
750	0.04735554632
751	0.04734149966
752	0.04731729794
753	0.04730326588
754	0.04728489513
755	0.04726084684
756	0.0472353035
757	0.04722748937
758	0.0472087674
759	0.04718583294
760	0.04717766726
761	0.0471476341
762	0.04712117272
763	0.04709725312
764	0.0470792219
765	0.04705996984
766	0.04705473541
767	0.04703225929
768	0.04702069751
769	0.0470062191
770	0.04698130286
771	0.04696791622
772	0.04694490111
773	0.04693184872
774	0.04692593265
775	0.04691949743
776	0.04690577831
777	0.0468838681
778	0.04685710287
779	0.04683388346
780	0.04681365521
781	0.04680510076
782	0.04679102156
783	0.04676947102
784	0.04674476373
785	0.04672807736
786	0.04670657691
787	0.04667641183
788	0.04665460223
789	0.04664412876
790	0.04663410424
791	0.04662016655
792	0.04660003304
793	0.04657076097
794	0.0465541846
795	0.04653082528
796	0.04651614797
797	0.04649019901
798	0.04647070601
799	0.04646287632
800	0.04644781875
801	0.04643378178
802	0.0464133652
803	0.04640381128
804	0.04639134742
805	0.04637828691
806	0.04637020905
807	0.04635576865
808	0.04634005246
809	0.04632228857
810	0.04630430555
811	0.04629322709
812	0.04628463109
813	0.04626125928
814	0.04624077891
815	0.04622131678
816	0.04620207462
817	0.04617292567
818	0.04615438461
819	0.04613610402
820	0.04613176696
821	0.04611062197
822	0.04608701357
823	0.04606915547
824	0.04605417219
825	0.04602945237
826	0.04602412914
827	0.04600252521
828	0.04598349592
829	0.04596857911
830	0.04594531457
831	0.04593995631
832	0.0459317266
833	0.04592261489
834	0.04589347738
835	0.04586671926
836	0.04584897597
837	0.04583199011
838	0.04582589343
839	0.04581031927
840	0.04577236955
841	0.04575534505
842	0.04574219889
843	0.04572259118
844	0.0457106692
845	0.04569745174
846	0.04568341253
847	0.0456660964
848	0.04564818891
849	0.04563859929
850	0.04562381249
851	0.04561091076
852	0.04559517064
853	0.04558212833
