iter	Passed	Remaining
399	82872	161602
400	83077	161389
401	83298	161209
402	83513	161018
403	83729	160827
404	83934	160615
405	84148	160420
406	84368	160238
407	84600	160078
408	84866	159980
409	85102	159827
410	85341	159678
411	85608	159581
412	85894	159517
413	86128	159357
414	86378	159228
415	86619	159080
416	86849	158911
417	87121	158819
418	87385	158711
419	87653	158610
420	87904	158477
421	88158	158350
422	88415	158229
423	88665	158091
424	88915	157955
425	89136	157768
426	89413	157677
427	89676	157561
428	89934	157437
429	90215	157352
430	90477	157232
431	90730	157097
432	90993	156979
433	91266	156876
434	91497	156701
435	91747	156559
436	92006	156432
437	92228	156241
438	92477	156096
439	92785	156047
440	93059	155942
441	93329	155831
442	93602	155722
443	93874	155611
444	94132	155476
445	94402	155362
446	94663	155231
447	94884	155035
448	95123	154867
449	95413	154782
450	95662	154630
451	95929	154505
452	96175	154347
453	96415	154179
454	96692	154070
455	96948	153927
456	97203	153781
457	97440	153607
458	97683	153441
459	97944	153304
460	98186	153136
461	98452	153006
462	98690	152831
463	98957	152701
464	99190	152519
465	99420	152330
466	99685	152196
467	99916	152010
468	100146	151820
469	100413	151688
470	100666	151533
471	100905	151357
472	101164	151212
473	101395	151024
474	101643	150859
475	101877	150675
476	102108	150486
477	102344	150305
478	102594	150143
479	102847	149985
480	103080	149798
481	103348	149662
482	103571	149459
483	103810	149281
484	104029	149072
485	104301	148941
486	104533	148750
487	104765	148561
488	105029	148415
489	105285	148258
490	105520	148072
491	105782	147923
492	106021	147742
493	106275	147581
494	106512	147396
495	106742	147201
496	106977	147013
497	107200	146808
498	107347	146500
499	107534	146246
500	107815	146121
501	107976	145832
502	108119	145521
503	108297	145255
504	108467	144981
505	108629	144695
506	108775	144390
507	108934	144102
508	109093	143814
509	109246	143520
510	109415	143246
511	109560	142942
512	109685	142612
513	109850	142335
514	110015	142058
515	110189	141794
516	110346	141507
517	110521	141245
518	110674	140954
519	110841	140683
520	111017	140423
521	111185	140153
522	111335	139861
523	111493	139579
524	111649	139296
525	111796	139001
526	111960	138728
527	112119	138450
528	112274	138167
529	112431	137887
