iter	RMSE
529	0.06530590827
530	0.06528678533
531	0.06526959368
532	0.06523590088
533	0.06521267042
534	0.06517713319
535	0.06514398644
536	0.06512012299
537	0.06508575202
538	0.06506072772
539	0.06503308549
540	0.06500492453
541	0.06498441314
542	0.06496429673
543	0.06494084842
544	0.06491996621
545	0.06490832926
546	0.06487489685
547	0.06485997431
548	0.06483086574
549	0.06481507272
550	0.06479098106
551	0.06477664795
552	0.06474669541
553	0.06473773769
554	0.0647283447
555	0.06471585356
556	0.06470261356
557	0.06469089944
558	0.06466689121
559	0.06465792418
560	0.0646276176
561	0.06460852692
562	0.06459380793
563	0.06456679585
564	0.06454183389
565	0.06451269218
566	0.06448604725
567	0.06446033992
568	0.06445006705
569	0.06443642916
570	0.06440770715
571	0.06438646664
572	0.06436857505
573	0.06435610273
574	0.06433273608
575	0.06431318607
576	0.06429405141
577	0.06427338854
578	0.06425209357
579	0.06422962951
580	0.06421781354
581	0.06420333244
582	0.0641774587
583	0.06415539177
584	0.0641258725
585	0.06410539991
586	0.06408871171
587	0.06407604355
588	0.06405963848
589	0.0640358086
590	0.06402351605
591	0.06400300784
592	0.06397440538
593	0.06395042213
594	0.06393367912
595	0.06391733899
596	0.06389488281
597	0.0638695813
598	0.06384743651
599	0.0638212613
600	0.06380064908
601	0.06376334757
602	0.06374120898
603	0.063710312
604	0.06369399154
605	0.06368846912
606	0.06366513319
607	0.06364314931
608	0.06361191938
609	0.06358968258
610	0.06356144938
611	0.06354414353
612	0.06352241627
613	0.06348684375
614	0.0634652461
615	0.06344511575
616	0.0634239618
617	0.06338368825
618	0.06336421347
619	0.06333117984
620	0.06329980265
621	0.06327919305
622	0.06325705219
623	0.06324377141
624	0.06322723789
625	0.06320304431
626	0.06319295305
627	0.06316740547
628	0.06315695817
629	0.06314449259
630	0.06313211628
631	0.0631165896
632	0.06308913971
633	0.06307401509
634	0.06306241052
635	0.06304863567
636	0.06303501669
637	0.06300985475
638	0.06298924704
639	0.06296604485
640	0.06295174197
641	0.06293606635
642	0.06291974488
643	0.06289963599
644	0.06287518614
645	0.06285212364
646	0.06282220899
647	0.0627948057
648	0.06276638789
649	0.06274383221
650	0.06272869728
651	0.06270845057
652	0.06269120521
653	0.0626614378
654	0.06264624316
655	0.06262903955
656	0.06259113325
657	0.0625621668
658	0.06253901281
659	0.06251794119
660	0.06250608916
661	0.06248687294
662	0.06245918505
663	0.06244152786
664	0.06242079224
665	0.06239395775
666	0.0623826654
667	0.0623612041
668	0.06234277781
669	0.06232021851
670	0.06229635437
671	0.06228800986
672	0.06225546208
673	0.06223933753
674	0.06222443578
675	0.06219880213
676	0.06217822308
677	0.06215893517
678	0.06213663964
679	0.06211600042
680	0.06208890822
681	0.06205111641
682	0.06203518205
683	0.06201120817
684	0.06199118646
685	0.06197736514
686	0.0619595588
687	0.06194090533
688	0.06192275154
689	0.06190096808
690	0.06188241163
691	0.06186622735
692	0.06184950262
693	0.06183397065
694	0.06181770773
695	0.06179477145
696	0.06177306951
697	0.06175879593
698	0.06174209521
699	0.06172553328
700	0.06171212202
701	0.06169072086
702	0.06168021522
703	0.06165176041
704	0.06161535755
705	0.06158704636
706	0.06156536799
707	0.06153062185
708	0.06150282966
709	0.06148414998
710	0.06146482719
711	0.06145040781
712	0.06143837119
713	0.06141038019
714	0.06139581422
715	0.06136420203
716	0.06134305965
717	0.06133371294
718	0.06131819948
719	0.06128890606
720	0.06125751888
721	0.06123162768
722	0.06121019658
723	0.06118716288
724	0.0611721605
725	0.06114960859
726	0.06113629031
727	0.06112070796
728	0.06109129129
729	0.06105809767
730	0.06103984777
731	0.0610167485
732	0.060985262
733	0.06095258595
734	0.06093658121
735	0.06091903729
736	0.06089947725
737	0.0608903128
738	0.06087081011
739	0.06085352269
740	0.06083710247
741	0.06082039639
742	0.06080618028
743	0.06079026744
744	0.06076819191
745	0.06075569991
746	0.06074149462
747	0.06072652676
748	0.06070661118
749	0.06068928013
750	0.06066886544
751	0.06065326085
752	0.06063286658
753	0.06060516983
754	0.06057992055
755	0.06054958365
756	0.06052558487
757	0.06051776106
758	0.06049085891
759	0.06046666785
760	0.06044985729
761	0.06042556728
762	0.06041029874
763	0.0603886476
764	0.06035734044
765	0.0603395832
766	0.06031639057
767	0.06029150696
768	0.060271441
769	0.06024830373
770	0.06022586799
771	0.06020701726
772	0.06018659323
773	0.06017004183
774	0.06014211942
775	0.06011477932
776	0.06009268991
777	0.06007446852
778	0.06003732623
779	0.06002784309
780	0.0599851802
781	0.05996612877
782	0.05993723311
783	0.05991454937
784	0.05989525172
785	0.05985162097
786	0.05982849933
787	0.05981585434
788	0.05978924564
789	0.05977112568
790	0.05975500735
791	0.05972446075
792	0.05970220317
793	0.05967282051
794	0.05964740065
795	0.05962473625
796	0.05959603828
797	0.05957893065
798	0.05954937804
799	0.05952312286
800	0.05949665879
801	0.05947239644
802	0.05945677422
803	0.0594258441
804	0.05939512369
805	0.05935640021
806	0.05933331757
807	0.05928790971
808	0.05925258621
809	0.05921425609
810	0.05919100912
811	0.0591597761
812	0.0591157131
813	0.05909147248
814	0.05906624762
815	0.05905648221
816	0.05904490267
817	0.05899930487
818	0.05897535402
819	0.05894716427
820	0.05891892852
821	0.05888550224
822	0.05885010365
823	0.05882237
824	0.05879668222
825	0.05877381381
826	0.05874283702
827	0.0587061714
828	0.05866651083
829	0.05864341275
830	0.05861455938
831	0.05858259845
832	0.05854411608
833	0.05852200505
834	0.05850038675
835	0.05846926244
836	0.05844550499
837	0.05841764384
838	0.05838063778
839	0.05834297783
840	0.05830197483
841	0.05827060297
842	0.05824764915
843	0.05820441049
844	0.05818585538
845	0.0581606475
846	0.05812669424
847	0.05809671979
848	0.0580617372
849	0.05803411331
850	0.05799316
851	0.05795569452
852	0.05792469802
853	0.05789509541
854	0.05786282313
855	0.05783905158
856	0.05780916677
857	0.05777749934
858	0.05775047669
859	0.05771125995
860	0.05764913837
861	0.05762520432
862	0.05760087169
863	0.05756470994
864	0.05752923173
865	0.05750170579
866	0.05746148817
867	0.05742383221
868	0.05738443177
869	0.05735819204
870	0.05732071214
871	0.05729889176
872	0.0572615145
873	0.05723946914
874	0.05720865666
875	0.05715987412
876	0.05710866066
877	0.0570754127
878	0.05705445949
879	0.05702602587
880	0.05698263323
881	0.05693579582
882	0.05688946156
883	0.05685073055
884	0.0568091696
885	0.05677360898
886	0.05671841116
887	0.05666196707
888	0.0566208732
889	0.05659727972
890	0.05656880325
891	0.05654865358
892	0.05651523387
893	0.05649943704
894	0.05645464431
895	0.05640830967
896	0.05636259086
897	0.05632731936
898	0.05627384591
899	0.05623749192
900	0.05619447644
901	0.05614789466
902	0.05610729645
903	0.05606389432
904	0.0560255317
905	0.05599501165
906	0.05596798026
907	0.05592903017
908	0.0558756542
909	0.05585392251
910	0.05582522
911	0.05578991482
912	0.05574669516
913	0.05569126257
914	0.05564840581
915	0.05560358793
916	0.05555773194
917	0.05551944501
918	0.05546413789
919	0.05541473693
920	0.05536216779
921	0.055328089
922	0.05529595322
923	0.05527084178
924	0.05521699368
925	0.05516558587
926	0.05512765791
927	0.05509405559
928	0.05506739511
929	0.05500244791
930	0.05496182222
931	0.05491517305
932	0.05487870541
933	0.05484986989
934	0.05479697691
935	0.05476105284
936	0.05470553444
937	0.05465590765
938	0.05461654728
939	0.05457824273
940	0.05454057559
941	0.05450490138
942	0.05445521226
943	0.05441216226
944	0.05437935676
945	0.05433813993
946	0.05429602008
947	0.05424576778
948	0.05420559684
949	0.05418226139
950	0.05414708205
951	0.05411727617
952	0.05408241132
953	0.05404568209
954	0.05401494538
955	0.05395712765
956	0.05392083832
957	0.05387914865
958	0.05384997934
959	0.05379169843
960	0.05374117413
961	0.0536895048
962	0.05364923435
963	0.05362393853
964	0.05359334131
965	0.05356092688
966	0.0535199678
967	0.05349894904
968	0.05344589555
969	0.05338540463
970	0.0533603924
971	0.05332278274
972	0.05329264016
973	0.05326230104
974	0.05321631249
975	0.05318938295
976	0.0531459373
977	0.0531073685
978	0.05308533026
979	0.05305596072
980	0.05299589869
981	0.05294607658
982	0.05290995554
983	0.05288606918
984	0.05285021227
985	0.05281858949
986	0.05278877316
987	0.05275192066
988	0.05273299285
989	0.05268750212
990	0.05265040551
991	0.0525898821
992	0.05254155896
993	0.05250717998
994	0.05246289663
995	0.05243785216
996	0.05239702858
997	0.05236161276
998	0.05231685068
999	0.05226704927
1000	0.05221748973
1001	0.05217970415
1002	0.0521482409
1003	0.05211645737
1004	0.05209572962
1005	0.05206088327
1006	0.05203053143
1007	0.05198854277
1008	0.05194734507
1009	0.05189438881
1010	0.05185725913
1011	0.05182533455
1012	0.05178659938
1013	0.05175905432
1014	0.0517331638
1015	0.05170170362
1016	0.0516533327
1017	0.05162999197
1018	0.05159189804
1019	0.05155215563
1020	0.05151319721
1021	0.05148608964
1022	0.05144484179
1023	0.05141575217
1024	0.05137099865
1025	0.05134117103
1026	0.05129549907
1027	0.05125449287
1028	0.05124133656
1029	0.05121680978
1030	0.05118193438
1031	0.05115351202
1032	0.05110834242
1033	0.05106889223
1034	0.05103696011
1035	0.05098894041
1036	0.05093408044
1037	0.05089244057
1038	0.05087265453
1039	0.05084845354
1040	0.0508261357
1041	0.05078993078
1042	0.05076350291
1043	0.0507229969
1044	0.05068747259
1045	0.05065601735
1046	0.05063495162
1047	0.05059409892
1048	0.05054772306
1049	0.05051803834
1050	0.05049509909
1051	0.05045048971
1052	0.05040497725
1053	0.05036806893
1054	0.05033056736
1055	0.05029657915
1056	0.05025840477
1057	0.05023478907
1058	0.05019704997
1059	0.0501759863
1060	0.05015557434
1061	0.05012634631
1062	0.05009995275
1063	0.05006117832
1064	0.05001450328
1065	0.04998303096
1066	0.04995184818
1067	0.04991259206
1068	0.04986360464
1069	0.04981777418
1070	0.04978458346
1071	0.04976160652
1072	0.04974229433
1073	0.04970959922
1074	0.04967202323
1075	0.04965966378
1076	0.0496235434
1077	0.04959342935
1078	0.0495639173
1079	0.04953752069
1080	0.04950408528
1081	0.0494808321
1082	0.04945257469
1083	0.04942245713
1084	0.04940022929
1085	0.04936582166
1086	0.0493227825
1087	0.04928628053
1088	0.04924519811
1089	0.04920809137
1090	0.0491523834
1091	0.0491366008
1092	0.04910710026
1093	0.04908291845
1094	0.04907018616
1095	0.04904955502
1096	0.04901743337
1097	0.04897797324
1098	0.04895577343
1099	0.04891369886
