iter	Passed	Remaining
650	34180	23574
651	34227	23518
652	34274	23462
653	34326	23409
654	34374	23353
655	34427	23301
656	34481	23250
657	34527	23193
658	34582	23142
659	34624	23082
660	34664	23022
661	34723	22974
662	34775	22921
663	34828	22869
664	34877	22814
665	34930	22762
666	34978	22707
667	35028	22653
668	35076	22598
669	35126	22544
670	35185	22495
671	35226	22435
672	35272	22379
673	35322	22325
674	35370	22270
675	35414	22212
676	35466	22159
677	35520	22108
678	35569	22054
679	35622	22002
680	35676	21950
681	35738	21904
682	35787	21849
683	35838	21796
684	35895	21746
685	35941	21690
686	35991	21636
687	36035	21579
688	36089	21528
689	36140	21474
690	36187	21419
691	36236	21364
692	36280	21307
693	36330	21253
694	36373	21195
695	36422	21141
696	36471	21087
697	36519	21032
698	36568	20978
699	36617	20924
700	36659	20866
701	36713	20814
702	36759	20759
703	36807	20704
704	36862	20653
705	36916	20602
706	36964	20547
707	37021	20497
708	37074	20445
709	37120	20390
710	37177	20340
711	37221	20283
712	37265	20226
713	37322	20176
714	37372	20123
715	37430	20074
716	37484	20023
717	37535	19970
718	37582	19915
719	37635	19863
720	37685	19809
721	37737	19757
722	37789	19705
723	37844	19653
724	37892	19599
725	37939	19544
726	37985	19489
727	38035	19435
728	38092	19385
729	38141	19332
730	38189	19277
731	38240	19224
732	38291	19171
733	38345	19120
734	38392	19065
735	38430	19006
736	38478	18951
737	38523	18896
738	38578	18845
739	38631	18793
740	38671	18735
741	38721	18682
742	38767	18627
743	38809	18570
744	38859	18517
745	38905	18461
746	38955	18408
747	38999	18352
748	39048	18298
749	39090	18242
750	39142	18190
751	39180	18131
752	39233	18079
753	39281	18025
754	39335	17974
755	39383	17920
756	39427	17864
757	39467	17807
758	39522	17756
759	39571	17703
760	39621	17650
761	39677	17599
762	39728	17547
763	39778	17494
764	39830	17442
765	39875	17387
766	39923	17333
767	39975	17280
768	40026	17228
769	40079	17176
770	40129	17123
771	40179	17071
772	40227	17017
773	40286	16968
774	40338	16915
775	40382	16860
776	40425	16804
777	40473	16751
778	40532	16701
779	40573	16645
780	40626	16594
781	40674	16540
782	40726	16488
783	40781	16437
784	40826	16382
785	40880	16331
786	40926	16277
787	40972	16222
788	41024	16170
789	41069	16116
790	41116	16061
791	41172	16011
792	41217	15956
793	41262	15902
794	41308	15847
795	41360	15796
796	41414	15744
797	41461	15691
798	41515	15639
799	41566	15587
800	41618	15535
801	41670	15483
802	41708	15426
803	41760	15374
804	41808	15321
805	41860	15269
806	41903	15214
807	41963	15165
808	42022	15115
809	42079	15065
810	42130	15013
811	42179	14960
812	42236	14910
813	42289	14858
814	42330	14802
815	42363	14744
816	42406	14689
817	42457	14636
818	42508	14584
819	42548	14528
820	42601	14477
821	42651	14424
822	42706	14373
823	42756	14321
824	42806	14268
825	42846	14212
826	42895	14160
827	42945	14107
828	43001	14057
829	43048	14003
830	43100	13951
831	43153	13900
832	43197	13846
833	43245	13793
834	43288	13738
835	43337	13685
836	43390	13633
837	43435	13580
838	43481	13526
839	43531	13473
840	43582	13421
841	43634	13370
842	43687	13318
843	43739	13266
844	43785	13213
845	43831	13159
846	43876	13105
847	43922	13052
848	43964	12997
849	44020	12947
850	44070	12894
851	44122	12843
852	44163	12788
853	44212	12735
854	44264	12684
855	44311	12630
856	44355	12576
857	44400	12523
858	44452	12471
859	44503	12419
860	44555	12368
861	44600	12314
862	44648	12261
863	44699	12209
864	44744	12156
